model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
 Superb,2017,17304,Semi-Auto,27973,Petrol,160.0,45.6,2.0,skoda
 Rapid,2018,10895,Manual,15258,Petrol,145.0,61.4,1.0,skoda
 Fabia,2017,8976,Manual,42007,Diesel,20.0,70.6,1.4,skoda
 Yeti Outdoor,2017,13618,Semi-Auto,39885,Diesel,160.0,51.4,2.0,skoda
 Fabia,2016,7790,Manual,22150,Petrol,20.0,60.1,1.2,skoda
 Scala,2020,19952,Manual,1652,Petrol,145.0,47.9,1.5,skoda
 Fabia,2016,7862,Manual,45399,Diesel,0.0,78.6,1.4,skoda
 Fabia,2016,5860,Manual,30740,Petrol,20.0,60.1,1.0,skoda
 Citigo,2016,6373,Manual,11510,Petrol,20.0,62.8,1.0,skoda
 Fabia,2016,9125,Manual,32257,Petrol,20.0,60.1,1.2,skoda
 Yeti Outdoor,2017,11713,Manual,34989,Petrol,125.0,51.4,1.2,skoda
 Fabia,2017,8567,Manual,7130,Petrol,150.0,60.1,1.2,skoda
 Rapid,2014,6682,Manual,34200,Petrol,125.0,52.3,1.2,skoda
 Fabia,2017,8372,Manual,31398,Petrol,145.0,60.1,1.2,skoda
 Octavia,2014,8752,Manual,43756,Diesel,20.0,68.9,2.0,skoda
 Karoq,2019,27123,Automatic,4910,Diesel,145.0,42.8,2.0,skoda
 Karoq,2019,19944,Automatic,3499,Diesel,145.0,62.8,1.6,skoda
 Kodiaq,2019,29136,Automatic,7691,Diesel,145.0,37.2,2.0,skoda
 Karoq,2019,18513,Manual,7328,Diesel,145.0,62.8,1.6,skoda
 Yeti Outdoor,2014,10673,Semi-Auto,42400,Diesel,200.0,44.8,2.0,skoda
 Kodiaq,2017,17146,Manual,16425,Petrol,145.0,46.3,1.4,skoda
 Fabia,2019,11611,Manual,2407,Petrol,145.0,51.4,1.0,skoda
 Scala,2019,17925,Automatic,5860,Diesel,145.0,54.3,1.6,skoda
 Superb,2017,15968,Semi-Auto,60273,Diesel,145.0,61.4,2.0,skoda
 Octavia,2019,18738,Automatic,3461,Petrol,145.0,45.6,1.5,skoda
 Scala,2019,16713,Manual,3257,Petrol,145.0,49.6,1.0,skoda
 Kamiq,2019,17169,Manual,2300,Petrol,145.0,47.9,1.0,skoda
 Kamiq,2019,17479,Automatic,2970,Petrol,145.0,45.6,1.0,skoda
 Kamiq,2019,18944,Manual,1500,Petrol,145.0,47.1,1.0,skoda
 Fabia,2016,8100,Manual,38365,Petrol,20.0,60.1,1.2,skoda
 Fabia,2016,7584,Manual,35108,Petrol,20.0,60.1,1.2,skoda
 Citigo,2018,7900,Manual,10390,Petrol,145.0,64.2,1.0,skoda
 Kodiaq,2018,20000,Automatic,23689,Petrol,145.0,44.8,1.4,skoda
 Fabia,2018,11000,Manual,6207,Petrol,145.0,60.1,1.0,skoda
 Octavia,2019,19000,Semi-Auto,2778,Diesel,145.0,70.6,1.6,skoda
 Superb,2019,18045,Automatic,4200,Petrol,145.0,36.7,1.5,skoda
 Superb,2019,16416,Manual,4776,Petrol,145.0,40.9,1.5,skoda
 Karoq,2019,25626,Manual,3600,Diesel,145.0,42.8,2.0,skoda
 Octavia,2019,18767,Manual,2876,Diesel,145.0,53.3,2.0,skoda
 Superb,2019,24143,Automatic,6638,Diesel,145.0,48.7,2.0,skoda
 Fabia,2019,11883,Manual,2140,Petrol,145.0,61.4,1.0,skoda
 Superb,2020,28084,Semi-Auto,9500,Hybrid,135.0,188.3,1.4,skoda
 Superb,2019,26592,Semi-Auto,1949,Petrol,150.0,39.2,1.5,skoda
 Kodiaq,2019,22984,Automatic,6940,Petrol,150.0,34.0,1.5,skoda
 Fabia,2019,10167,Manual,11498,Petrol,150.0,57.7,1.0,skoda
 Kodiaq,2019,30000,Automatic,4533,Diesel,145.0,39.2,2.0,skoda
 Octavia,2019,24000,Semi-Auto,5988,Diesel,145.0,55.4,2.0,skoda
 Yeti,2013,6995,Manual,58077,Diesel,200.0,46.3,2.0,skoda
 Rapid,2016,8498,Manual,31220,Diesel,0.0,67.3,1.6,skoda
 Octavia,2018,15598,Manual,29806,Diesel,145.0,65.7,2.0,skoda
 Rapid,2019,9498,Manual,14837,Petrol,145.0,58.9,1.0,skoda
 Fabia,2016,7895,Manual,27003,Petrol,20.0,60.1,1.2,skoda
 Kodiaq,2018,20790,Automatic,32274,Diesel,145.0,49.6,2.0,skoda
 Octavia,2019,12998,Semi-Auto,8685,Petrol,145.0,61.4,1.0,skoda
 Fabia,2019,10112,Manual,12395,Petrol,150.0,57.7,1.0,skoda
 Octavia,2019,14750,Semi-Auto,11548,Diesel,150.0,70.6,1.6,skoda
 Octavia,2019,14937,Semi-Auto,10429,Petrol,150.0,57.7,1.0,skoda
 Fabia,2019,10207,Manual,12523,Petrol,150.0,57.7,1.0,skoda
 Fabia,2019,10216,Manual,10720,Petrol,150.0,57.7,1.0,skoda
 Kodiaq,2019,25971,Automatic,14507,Petrol,150.0,31.7,2.0,skoda
 Kodiaq,2019,25226,Manual,15,Diesel,150.0,42.2,2.0,skoda
 Fabia,2019,11998,Manual,15,Petrol,145.0,51.4,1.0,skoda
 Octavia,2019,24698,Semi-Auto,15,Petrol,145.0,47.9,2.0,skoda
 Scala,2019,18498,Semi-Auto,15,Diesel,145.0,54.3,1.6,skoda
 Fabia,2019,14298,Manual,15,Petrol,145.0,61.4,1.0,skoda
 Fabia,2019,14499,Manual,2841,Petrol,145.0,60.1,1.0,skoda
 Superb,2019,26000,Semi-Auto,2566,Petrol,145.0,38.2,2.0,skoda
 Octavia,2020,21000,Manual,108,Diesel,145.0,54.3,2.0,skoda
 Yeti,2013,8000,Manual,59006,Diesel,205.0,47.1,2.0,skoda
 Karoq,2019,30000,Manual,766,Diesel,145.0,42.8,2.0,skoda
 Octavia,2019,16500,Manual,4301,Petrol,145.0,60.1,1.0,skoda
 Scala,2019,18000,Semi-Auto,1211,Petrol,145.0,45.6,1.5,skoda
 Superb,2019,17498,Semi-Auto,14831,Petrol,145.0,36.7,1.5,skoda
 Octavia,2015,9498,Manual,46709,Diesel,20.0,68.9,2.0,skoda
 Kodiaq,2017,19498,Automatic,17984,Diesel,145.0,56.5,2.0,skoda
 Fabia,2016,9655,Manual,14946,Petrol,20.0,60.1,1.2,skoda
 Octavia,2017,11903,Manual,30465,Petrol,145.0,54.3,1.4,skoda
 Citigo,2016,5967,Manual,42877,Petrol,20.0,62.8,1.0,skoda
 Kodiaq,2019,24798,Automatic,9049,Diesel,145.0,42.2,2.0,skoda
 Superb,2019,18498,Manual,20632,Diesel,145.0,64.2,2.0,skoda
 Fabia,2017,8600,Manual,12141,Petrol,150.0,60.1,1.2,skoda
 Fabia,2016,5998,Manual,43562,Petrol,20.0,60.1,1.0,skoda
 Kodiaq,2019,25998,Manual,2422,Diesel,145.0,52.3,2.0,skoda
 Octavia,2017,10498,Manual,48067,Diesel,0.0,74.3,1.6,skoda
 Octavia,2019,12798,Semi-Auto,13763,Petrol,145.0,61.4,1.0,skoda
 Yeti Outdoor,2017,12998,Semi-Auto,18166,Petrol,125.0,51.4,1.2,skoda
 Octavia,2014,8498,Manual,52847,Diesel,20.0,68.9,2.0,skoda
 Octavia,2016,10498,Manual,39711,Diesel,20.0,70.6,2.0,skoda
 Superb,2019,16498,Manual,50,Petrol,145.0,40.9,1.5,skoda
 Octavia,2019,17998,Semi-Auto,50,Petrol,145.0,47.9,2.0,skoda
 Octavia,2019,18498,Semi-Auto,50,Diesel,145.0,67.3,2.0,skoda
 Kodiaq,2017,23498,Automatic,17816,Petrol,145.0,44.8,1.4,skoda
 Octavia,2019,23998,Semi-Auto,50,Petrol,145.0,47.9,2.0,skoda
 Superb,2016,11698,Semi-Auto,54745,Diesel,30.0,62.8,2.0,skoda
 Karoq,2019,18222,Manual,5773,Diesel,145.0,42.8,2.0,skoda
 Octavia,2019,19785,Automatic,7044,Petrol,145.0,35.8,2.0,skoda
 Superb,2020,29874,Semi-Auto,150,Petrol,145.0,38.7,2.0,skoda
 Scala,2020,16957,Manual,1652,Diesel,145.0,57.7,1.6,skoda
 Karoq,2020,19541,Manual,652,Petrol,145.0,43.5,1.0,skoda
 Superb,2020,31736,Semi-Auto,150,Diesel,145.0,47.1,2.0,skoda
 Octavia,2020,19819,Semi-Auto,1652,Diesel,145.0,54.3,2.0,skoda
 Superb,2019,21998,Semi-Auto,1989,Diesel,150.0,47.9,1.6,skoda
 Superb,2016,12998,Manual,31315,Diesel,20.0,68.9,2.0,skoda
 Yeti Outdoor,2017,12789,Manual,21803,Diesel,30.0,62.8,2.0,skoda
 Fabia,2016,6934,Manual,32513,Petrol,20.0,60.1,1.2,skoda
 Citigo,2017,7999,Manual,6918,Petrol,0.0,68.9,1.0,skoda
 Fabia,2019,11980,Manual,14548,Petrol,145.0,61.4,1.0,skoda
 Octavia,2015,14577,Manual,30959,Diesel,30.0,62.8,2.0,skoda
 Kodiaq,2019,21798,Automatic,16004,Petrol,145.0,34.0,1.5,skoda
 Karoq,2019,20498,Manual,101,Diesel,150.0,50.4,2.0,skoda
 Citigo,2016,6698,Manual,15118,Petrol,20.0,62.8,1.0,skoda
 Octavia,2016,11298,Manual,22044,Petrol,30.0,55.4,1.4,skoda
 Superb,2016,14698,Manual,26406,Diesel,20.0,68.9,2.0,skoda
 Superb,2017,14498,Semi-Auto,19674,Diesel,145.0,70.6,1.6,skoda
 Superb,2015,12998,Manual,43865,Diesel,20.0,67.3,2.0,skoda
 Octavia,2017,11998,Semi-Auto,18182,Diesel,145.0,72.4,1.6,skoda
 Octavia,2019,13298,Semi-Auto,17570,Diesel,145.0,72.4,1.6,skoda
 Kodiaq,2019,21798,Automatic,14971,Petrol,145.0,34.0,1.5,skoda
 Octavia,2018,12998,Manual,9501,Petrol,145.0,60.1,1.0,skoda
 Octavia,2016,10710,Semi-Auto,46770,Diesel,30.0,64.2,2.0,skoda
 Superb,2016,14998,Manual,19932,Diesel,20.0,68.9,2.0,skoda
 Superb,2016,11398,Manual,58222,Diesel,0.0,76.4,1.6,skoda
 Fabia,2015,7400,Manual,32624,Diesel,0.0,83.1,1.4,skoda
 Yeti Outdoor,2017,14498,Semi-Auto,13292,Petrol,125.0,51.4,1.2,skoda
 Superb,2018,20498,Semi-Auto,13777,Petrol,145.0,43.5,2.0,skoda
 Octavia,2016,10498,Semi-Auto,35013,Petrol,30.0,58.9,1.4,skoda
 Octavia,2017,12998,Semi-Auto,36620,Diesel,145.0,62.8,2.0,skoda
 Octavia,2016,10998,Manual,40211,Petrol,30.0,54.3,1.4,skoda
 Fabia,2015,7498,Manual,45262,Diesel,0.0,80.7,1.4,skoda
 Octavia,2018,11998,Manual,21831,Diesel,150.0,68.9,1.6,skoda
 Citigo,2016,6298,Manual,27122,Petrol,0.0,68.9,1.0,skoda
 Octavia,2016,8998,Manual,41649,Diesel,0.0,74.3,1.6,skoda
 Octavia,2019,13398,Manual,15938,Petrol,145.0,60.1,1.0,skoda
 Fabia,2019,9398,Manual,12089,Petrol,145.0,57.7,1.0,skoda
 Superb,2019,21998,Semi-Auto,6299,Petrol,145.0,36.7,1.5,skoda
 Octavia,2016,12387,Manual,46557,Diesel,30.0,64.2,2.0,skoda
 Octavia,2018,12297,Manual,15740,Petrol,145.0,58.9,1.0,skoda
 Karoq,2018,17510,Automatic,14360,Petrol,145.0,54.3,1.0,skoda
 Fabia,2016,8557,Manual,17228,Petrol,20.0,60.1,1.2,skoda
 Octavia,2016,15516,Semi-Auto,30738,Diesel,125.0,56.5,2.0,skoda
 Karoq,2018,19911,Automatic,11615,Petrol,145.0,51.4,1.5,skoda
 Fabia,2017,10214,Semi-Auto,21419,Petrol,145.0,60.1,1.2,skoda
 Yeti Outdoor,2016,9679,Manual,66677,Diesel,145.0,53.3,2.0,skoda
 Kodiaq,2018,18043,Manual,9044,Petrol,145.0,46.3,1.4,skoda
 Scala,2019,15495,Manual,1813,Diesel,145.0,57.7,1.6,skoda
 Superb,2019,21995,Automatic,2000,Diesel,145.0,49.6,1.6,skoda
 Octavia,2019,13898,Semi-Auto,15687,Petrol,145.0,61.4,1.0,skoda
 Octavia,2019,13398,Manual,14108,Petrol,145.0,60.1,1.0,skoda
 Fabia,2018,9298,Manual,6108,Petrol,145.0,57.7,1.0,skoda
 Octavia,2018,13498,Manual,15394,Diesel,145.0,67.3,1.6,skoda
 Octavia,2018,13598,Manual,13730,Diesel,145.0,67.3,1.6,skoda
 Octavia,2019,13498,Manual,14385,Petrol,145.0,60.1,1.0,skoda
 Fabia,2019,8898,Manual,11427,Petrol,145.0,57.7,1.0,skoda
 Octavia,2019,14898,Semi-Auto,18071,Diesel,145.0,70.6,1.6,skoda
 Kodiaq,2019,24498,Automatic,16091,Diesel,145.0,42.2,2.0,skoda
 Scala,2019,18995,Automatic,1500,Petrol,145.0,47.1,1.0,skoda
 Scala,2019,17995,Manual,2000,Diesel,145.0,57.7,1.6,skoda
 Scala,2019,16295,Manual,100,Diesel,145.0,57.7,1.6,skoda
 Octavia,2017,12095,Manual,11354,Petrol,145.0,58.9,1.0,skoda
 Octavia,2019,14295,Manual,7600,Petrol,145.0,60.1,1.0,skoda
 Kodiaq,2019,31995,Automatic,7500,Diesel,145.0,37.2,2.0,skoda
 Citigo,2019,9295,Manual,4163,Petrol,145.0,67.3,1.0,skoda
 Octavia,2017,9895,Manual,41116,Petrol,150.0,58.9,1.0,skoda
 Fabia,2019,8898,Manual,10450,Petrol,145.0,57.7,1.0,skoda
 Superb,2015,14998,Semi-Auto,24617,Diesel,30.0,62.8,2.0,skoda
 Fabia,2017,11698,Semi-Auto,6429,Petrol,20.0,60.1,1.2,skoda
 Citigo,2014,4698,Manual,54917,Petrol,20.0,62.8,1.0,skoda
 Fabia,2016,7998,Manual,29947,Petrol,20.0,60.1,1.2,skoda
 Citigo,2014,3998,Manual,63589,Petrol,20.0,62.8,1.0,skoda
 Octavia,2018,12498,Manual,8356,Petrol,145.0,60.1,1.0,skoda
 Octavia,2019,14898,Semi-Auto,13845,Diesel,145.0,70.6,1.6,skoda
 Superb,2020,28785,Semi-Auto,1548,Hybrid,135.0,188.3,1.4,skoda
 Fabia,2019,11291,Manual,1470,Petrol,145.0,61.4,1.0,skoda
 Fabia,2017,10385,Semi-Auto,27093,Petrol,145.0,61.4,1.0,skoda
 Octavia,2015,12485,Manual,51015,Diesel,30.0,64.2,2.0,skoda
 Octavia,2019,13998,Manual,11739,Diesel,145.0,68.9,1.6,skoda
 Octavia,2018,13498,Manual,17504,Diesel,145.0,67.3,1.6,skoda
 Yeti,2016,9998,Manual,36761,Diesel,30.0,62.8,2.0,skoda
 Citigo,2017,8995,Automatic,8167,Petrol,150.0,64.2,1.0,skoda
 Kodiaq,2017,16495,Manual,20922,Petrol,150.0,46.3,1.4,skoda
 Fabia,2017,8295,Manual,5436,Petrol,150.0,60.1,1.2,skoda
 Octavia,2018,13498,Manual,17858,Diesel,145.0,67.3,1.6,skoda
 Fabia,2018,7318,Manual,20236,Petrol,150.0,64.2,1.0,skoda
 Octavia,2019,23416,Semi-Auto,4718,Petrol,145.0,38.2,2.0,skoda
 Yeti,2014,11440,Semi-Auto,14569,Petrol,160.0,44.8,1.2,skoda
 Octavia,2014,10990,Semi-Auto,49999,Petrol,30.0,56.5,1.4,skoda
 Fabia,2017,9500,Semi-Auto,17131,Petrol,145.0,61.4,1.0,skoda
 Citigo,2016,5999,Manual,21747,Petrol,20.0,62.8,1.0,skoda
 Fabia,2017,9232,Semi-Auto,42530,Petrol,20.0,60.1,1.2,skoda
 I20,2017,7999,Manual,17307,Petrol,145.0,58.9,1.2,Hyundai
 Tucson,2016,14499,Automatic,25233,Diesel,235.0,43.5,2.0,Hyundai
 Tucson,2016,11399,Manual,37877,Diesel,30.0,61.7,1.7,Hyundai
 I10,2016,6499,Manual,23789,Petrol,20.0,60.1,1.0,Hyundai
 IX35,2015,10199,Manual,33177,Diesel,160.0,51.4,2.0,Hyundai
 I10,2015,6149,Manual,41650,Petrol,20.0,60.1,1.0,Hyundai
 I20,2015,6799,Manual,39547,Petrol,30.0,55.4,1.2,Hyundai
 Tucson,2016,14199,Automatic,30300,Diesel,125.0,57.6,1.7,Hyundai
 I30,2018,10399,Automatic,38082,Petrol,145.0,51.4,1.4,Hyundai
 Tucson,2016,12163,Manual,21014,Diesel,30.0,61.7,1.7,Hyundai
 Tucson,2017,13200,Manual,22888,Diesel,150.0,61.7,1.7,Hyundai
 I30,2017,10000,Manual,20000,Petrol,150.0,56.5,1.0,Hyundai
 I20,2015,6900,Manual,26413,Petrol,30.0,55.4,1.2,Hyundai
 Tucson,2019,17750,Manual,10000,Petrol,150.0,34.9,1.6,Hyundai
 Tucson,2017,14600,Semi-Auto,18626,Diesel,125.0,57.6,1.7,Hyundai
 I40,2015,8700,Manual,31979,Diesel,30.0,65.7,1.7,Hyundai
 Tucson,2017,13000,Manual,26685,Diesel,30.0,61.7,1.7,Hyundai
 I10,2018,7100,Manual,35000,Petrol,145.0,60.1,1.0,Hyundai
 I10,2016,7500,Manual,6000,Petrol,20.0,57.6,1.2,Hyundai
 Tucson,2017,12000,Manual,17059,Diesel,30.0,61.7,1.7,Hyundai
 Tucson,2017,11695,Manual,49174,Petrol,145.0,44.8,1.6,Hyundai
 I20,2015,7995,Manual,6413,Petrol,30.0,55.4,1.2,Hyundai
 Tucson,2015,10700,Manual,34177,Diesel,30.0,61.7,1.7,Hyundai
 I10,2016,8100,Manual,7447,Petrol,30.0,57.6,1.2,Hyundai
 IX35,2013,8200,Manual,34500,Diesel,145.0,53.3,1.7,Hyundai
 I10,2016,6600,Manual,16751,Petrol,30.0,57.6,1.2,Hyundai
 Tucson,2018,13900,Manual,16265,Petrol,150.0,44.8,1.6,Hyundai
 Tucson,2018,13700,Manual,19087,Petrol,145.0,44.8,1.6,Hyundai
 I30,2017,8300,Manual,38206,Diesel,145.0,78.4,1.6,Hyundai
 Tucson,2016,15800,Automatic,20025,Diesel,125.0,57.6,1.7,Hyundai
 Ioniq,2018,15000,Automatic,32227,Hybrid,135.0,78.5,1.6,Hyundai
 Tucson,2015,15200,Automatic,28904,Diesel,200.0,46.3,0.0,Hyundai
 I10,2014,7700,Automatic,8646,Petrol,160.0,45.6,0.0,Hyundai
 I30,2017,10500,Automatic,17663,Diesel,20.0,72.4,0.0,Hyundai
 I20,2017,11400,Automatic,12661,Petrol,145.0,44.1,0.0,Hyundai
 Kona,2018,12995,Manual,7359,Petrol,145.0,52.3,1.0,Hyundai
 Tucson,2019,18000,Manual,4353,Petrol,145.0,35.3,1.6,Hyundai
 I10,2018,9000,Manual,7126,Petrol,145.0,60.1,0.0,Hyundai
 Veloster,2014,8300,Manual,36324,Petrol,160.0,43.5,1.6,Hyundai
 I10,2018,8500,Manual,12948,Petrol,145.0,60.1,0.0,Hyundai
 I30,2019,14500,Manual,2481,Petrol,145.0,41.5,0.0,Hyundai
 Tucson,2016,13800,Manual,27311,Diesel,30.0,61.7,0.0,Hyundai
 I30,2016,9000,Manual,34443,Diesel,0.0,78.4,0.0,Hyundai
 Tucson,2017,13800,Manual,16961,Diesel,30.0,61.7,0.0,Hyundai
 Tucson,2017,14100,Manual,5067,Petrol,145.0,44.8,1.6,Hyundai
 I10,2013,5000,Manual,45230,Petrol,20.0,61.4,0.0,Hyundai
 I10,2018,10300,Manual,6349,Petrol,145.0,57.6,0.0,Hyundai
 I40,2015,11500,Manual,13268,Diesel,30.0,65.7,0.0,Hyundai
 I30,2016,9000,Manual,29610,Diesel,0.0,78.4,0.0,Hyundai
 IX35,2015,11400,Manual,23041,Diesel,165.0,51.4,0.0,Hyundai
 I20,2017,10000,Manual,21821,Petrol,145.0,61.4,0.0,Hyundai
 I10,2018,7800,Manual,17397,Petrol,150.0,60.1,0.0,Hyundai
 I10,2016,6300,Manual,31854,Petrol,20.0,60.1,0.0,Hyundai
 Tucson,2016,11300,Manual,37993,Diesel,30.0,61.7,0.0,Hyundai
 I800,2018,15500,Manual,30305,Diesel,145.0,31.7,0.0,Hyundai
 I20,2018,11700,Manual,3920,Petrol,150.0,46.3,0.0,Hyundai
 Tucson,2017,16800,Manual,21875,Petrol,145.0,38.7,1.6,Hyundai
 I10,2016,6500,Manual,27465,Petrol,20.0,60.1,1.0,Hyundai
 I10,2019,8600,Manual,4920,Petrol,145.0,60.1,1.0,Hyundai
 I30,2016,9400,Manual,18577,Petrol,145.0,48.7,1.4,Hyundai
 IX20,2013,6000,Manual,42320,Petrol,145.0,45.6,1.4,Hyundai
 Tucson,2017,15000,Manual,23310,Diesel,30.0,61.7,0.0,Hyundai
 Tucson,2019,15000,Manual,22397,Petrol,150.0,34.9,0.0,Hyundai
 Tucson,2019,16300,Manual,10066,Petrol,150.0,34.9,0.0,Hyundai
 I10,2018,8300,Manual,13148,Petrol,150.0,60.1,0.0,Hyundai
 I800,2019,18500,Manual,7691,Diesel,150.0,31.7,0.0,Hyundai
 Tucson,2016,12300,Manual,21898,Diesel,30.0,61.7,1.7,Hyundai
 I10,2016,6500,Manual,24740,Petrol,20.0,60.1,1.0,Hyundai
 I10,2014,5500,Manual,20127,Petrol,20.0,60.1,1.0,Hyundai
 I800,2018,15299,Automatic,34103,Diesel,145.0,33.6,2.5,Hyundai
 IX20,2016,9000,Manual,21152,Diesel,30.0,64.2,1.6,Hyundai
 I10,2017,7600,Manual,15618,Petrol,145.0,60.1,1.0,Hyundai
 I10,2017,7300,Manual,15594,Petrol,20.0,60.1,0.0,Hyundai
 I20,2015,7500,Manual,28123,Petrol,30.0,56.5,0.0,Hyundai
 Ioniq,2019,19800,Automatic,1963,Petrol,135.0,78.5,1.6,Hyundai
 I10,2015,7500,Manual,13637,Petrol,30.0,57.6,0.0,Hyundai
 Tucson,2017,15700,Automatic,7457,Diesel,125.0,57.6,0.0,Hyundai
 I20,2017,8500,Manual,16708,Petrol,145.0,58.9,0.0,Hyundai
 Tucson,2017,12000,Manual,2236,Petrol,160.0,44.8,1.6,Hyundai
 I30,2018,9299,Manual,21859,Petrol,145.0,56.5,1.0,Hyundai
 Tucson,2016,11599,Manual,31480,Diesel,30.0,61.7,1.7,Hyundai
 I10,2017,7000,Manual,31696,Petrol,145.0,57.7,1.2,Hyundai
 I10,2017,8000,Manual,16636,Petrol,145.0,60.1,0.0,Hyundai
 I20,2017,8600,Manual,19398,Petrol,30.0,58.9,0.0,Hyundai
 I30,2016,8900,Manual,18257,Diesel,0.0,78.4,1.6,Hyundai
 IX35,2014,9800,Manual,35541,Diesel,145.0,53.3,1.7,Hyundai
 I10,2015,6800,Manual,22211,Petrol,20.0,60.1,1.0,Hyundai
 I30,2018,11531,Automatic,35097,Petrol,145.0,51.4,1.4,Hyundai
 I40,2016,11400,Automatic,27712,Diesel,125.0,56.5,1.7,Hyundai
 IX20,2016,7194,Manual,27696,Petrol,125.0,50.4,1.4,Hyundai
 I10,2015,6500,Manual,12731,Petrol,30.0,57.6,1.2,Hyundai
 Tucson,2018,12556,Manual,20443,Petrol,145.0,44.8,1.6,Hyundai
 I10,2014,5644,Manual,40248,Petrol,20.0,60.1,1.0,Hyundai
 I10,2017,7799,Manual,21321,Petrol,145.0,57.7,1.2,Hyundai
 IX35,2011,6936,Manual,72436,Diesel,200.0,47.9,2.0,Hyundai
 I10,2018,9499,Automatic,8418,Petrol,145.0,47.9,1.2,Hyundai
 IX35,2012,5000,Manual,119050,Diesel,150.0,48.7,1.7,Hyundai
 I30,2018,9000,Manual,15804,Petrol,145.0,57.7,1.0,Hyundai
 I800,2017,13499,Automatic,44749,Diesel,145.0,33.6,2.5,Hyundai
 I10,2016,6000,Manual,23176,Petrol,30.0,57.6,1.2,Hyundai
 I10,2018,8495,Automatic,28889,Petrol,145.0,47.9,1.2,Hyundai
 I20,2019,11995,Manual,3300,Petrol,145.0,46.3,1.2,Hyundai
 I10,2018,6350,Manual,31738,Petrol,145.0,60.1,1.0,Hyundai
 I20,2019,11795,Manual,5409,Petrol,150.0,46.3,1.2,Hyundai
 Tucson,2016,13300,Manual,25071,Diesel,30.0,61.7,1.7,Hyundai
 Tucson,2018,13950,Manual,17427,Petrol,150.0,44.8,1.6,Hyundai
 Tucson,2019,15600,Manual,8000,Petrol,150.0,34.9,1.6,Hyundai
 Tucson,2016,12795,Manual,26804,Diesel,30.0,61.7,1.7,Hyundai
 I10,2014,6600,Manual,31090,Petrol,30.0,57.6,0.0,Hyundai
 Veloster,2012,6300,Manual,60200,Petrol,165.0,43.5,1.6,Hyundai
 Santa Fe,2014,15500,Automatic,37006,Diesel,265.0,41.5,2.2,Hyundai
 Tucson,2019,15400,Manual,12254,Petrol,150.0,34.9,1.6,Hyundai
 I30,2016,8900,Manual,17350,Petrol,145.0,48.7,1.4,Hyundai
 Tucson,2017,14100,Semi-Auto,27299,Diesel,145.0,57.6,1.7,Hyundai
 Tucson,2017,13100,Manual,21119,Diesel,30.0,61.7,1.7,Hyundai
 Tucson,2017,12600,Manual,36750,Diesel,30.0,61.7,1.7,Hyundai
 Tucson,2016,12950,Manual,37350,Diesel,125.0,58.9,2.0,Hyundai
 Tucson,2018,13300,Manual,29413,Petrol,150.0,44.8,1.6,Hyundai
 Tucson,2017,12700,Manual,33808,Diesel,30.0,61.7,1.7,Hyundai
 IX35,2015,9700,Manual,26564,Petrol,200.0,41.5,0.0,Hyundai
 IX35,2014,8700,Manual,54304,Diesel,145.0,53.3,0.0,Hyundai
 I20,2016,7500,Manual,41496,Petrol,30.0,56.5,0.0,Hyundai
 IX20,2014,6500,Manual,38601,Petrol,125.0,50.4,0.0,Hyundai
 I10,2017,7000,Manual,31232,Petrol,145.0,57.7,0.0,Hyundai
 I20,2019,12000,Manual,7061,Petrol,145.0,46.3,1.2,Hyundai
 I30,2015,8250,Manual,29980,Diesel,0.0,78.4,1.6,Hyundai
 I20,2017,7999,Manual,44120,Petrol,150.0,62.8,1.0,Hyundai
 IX35,2011,7799,Automatic,48528,Diesel,300.0,39.2,2.0,Hyundai
 Tucson,2016,14999,Automatic,20645,Diesel,205.0,47.1,2.0,Hyundai
 Santa Fe,2017,18999,Automatic,20599,Diesel,150.0,42.8,2.2,Hyundai
 I10,2012,3799,Manual,56582,Petrol,20.0,61.4,1.2,Hyundai
 I30,2015,7803,Manual,43022,Diesel,0.0,78.4,1.6,Hyundai
 Tucson,2016,12995,Manual,37688,Diesel,30.0,61.7,1.7,Hyundai
 Tucson,2016,16498,Automatic,12163,Diesel,200.0,46.3,2.0,Hyundai
 I30,2015,8998,Manual,16412,Petrol,145.0,48.7,1.4,Hyundai
 Kona,2019,14298,Manual,6874,Petrol,145.0,44.1,1.0,Hyundai
 IX35,2013,7298,Manual,50998,Diesel,145.0,48.7,1.7,Hyundai
 I10,2016,5998,Manual,41883,Petrol,30.0,57.6,1.2,Hyundai
 I30,2018,11998,Manual,5404,Diesel,145.0,74.3,1.6,Hyundai
 I800,2018,15998,Manual,36815,Diesel,145.0,28.0,2.5,Hyundai
 I10,2014,5498,Manual,13840,Petrol,20.0,60.1,1.0,Hyundai
 I30,2016,7498,Manual,56693,Diesel,0.0,78.4,1.6,Hyundai
 IX20,2015,6498,Manual,57819,Petrol,125.0,50.4,1.4,Hyundai
 Kona,2019,15498,Manual,5630,Petrol,145.0,44.1,1.0,Hyundai
 I20,2017,8498,Manual,19685,Petrol,145.0,58.9,1.2,Hyundai
 Tucson,2017,13698,Manual,17539,Diesel,30.0,61.7,1.7,Hyundai
 I10,2017,6998,Manual,39968,Petrol,145.0,57.7,1.2,Hyundai
 Tucson,2017,13998,Manual,21679,Diesel,30.0,61.7,1.7,Hyundai
 Tucson,2017,14498,Manual,9146,Diesel,150.0,61.7,1.7,Hyundai
 I800,2019,19998,Automatic,1477,Diesel,145.0,31.7,2.5,Hyundai
